,CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,MaritalStatus,AgeGroup,Gender,HourSpendOnApp,OrderCount,OrderAmountHikeFromlastYear,DaySinceLastOrder,PreferedOrderCat,NumberOfStreamerFollowed,SatisfactionScore,Complain,CouponUsed,DiscountAmount
2818,52819,1,1.0,Mobile Phone,3,16.0,Single,5,Male,3.0,2.0,24.0,4.0,Laptop & Accessory,9,5,0,1.0,159
2819,52820,1,1.0,Mobile Phone,1,13.0,Single,4,Male,3.0,2.0,12.0,4.0,Mobile Phone,4,5,0,2.0,155
2820,52821,1,1.0,Pad,1,23.0,Single,6,Female,4.0,7.0,23.0,8.0,Mobile Phone,3,5,1,5.0,164
2821,52822,1,3.0,PC,3,12.0,Divorced,4,Male,3.0,2.0,15.0,1.0,Laptop & Accessory,5,2,0,1.0,146
2822,52823,1,1.0,PC,1,7.0,Divorced,4,Male,4.0,3.0,17.0,1.0,Mobile Phone,4,2,1,3.0,148
2823,52824,1,14.0,Mobile Phone,3,10.0,Divorced,5,Male,3.0,2.0,15.0,3.0,Mobile Phone,3,3,1,1.0,152
2824,52825,1,1.0,PC,1,32.0,Single,6,Male,3.0,2.0,13.0,2.0,Mobile Phone,3,3,0,2.0,148
2826,52827,1,12.0,Mobile Phone,1,7.0,Single,5,Male,4.0,2.0,14.0,1.0,Fashion,11,3,1,1.0,179
2827,52828,1,1.0,Mobile Phone,1,12.0,Single,4,Male,3.0,3.0,14.0,3.0,Mobile Phone,3,3,1,3.0,159
2828,52829,1,1.0,Mobile Phone,1,16.0,Divorced,5,Male,4.0,2.0,18.0,1.0,Mobile Phone,2,3,1,1.0,159
2830,52831,1,1.0,PC,2,13.0,Married,4,Male,4.0,2.0,23.0,3.0,Mobile Phone,6,5,1,2.0,146
2831,52832,1,1.0,Pad,1,13.0,Single,5,Female,4.0,2.0,19.0,1.0,Mobile Phone,3,2,1,2.0,154
2832,52833,1,1.0,Mobile Phone,3,12.0,Single,5,Male,3.0,2.0,12.0,4.0,Laptop & Accessory,3,3,1,2.0,182
2833,52834,1,1.0,Pad,1,14.0,Single,6,Male,4.0,2.0,25.0,7.0,Laptop & Accessory,3,3,1,2.0,186
2834,52835,1,23.0,Mobile Phone,1,21.0,Divorced,4,Female,4.0,5.0,19.0,4.0,Mobile Phone,11,4,1,2.0,175
2835,52836,1,1.0,Mobile Phone,3,13.0,Divorced,6,Male,4.0,8.0,19.0,8.0,Laptop & Accessory,6,3,1,7.0,187
2837,52838,1,1.0,PC,3,29.0,Single,4,Male,3.0,2.0,20.0,1.0,Mobile Phone,3,3,1,1.0,142
2838,52839,1,1.0,Mobile Phone,3,27.0,Divorced,6,Female,4.0,3.0,12.0,3.0,Laptop & Accessory,5,3,1,2.0,171
2839,52840,1,15.0,Pad,1,15.0,Single,6,Male,3.0,2.0,16.0,4.0,Fashion,4,2,0,1.0,232
2840,52841,1,1.0,Mobile Phone,1,16.0,Single,4,Female,3.0,2.0,23.0,5.0,Mobile Phone,9,5,0,2.0,167
2841,52842,0,9.0,Mobile Phone,3,7.0,Divorced,4,Male,4.0,2.0,14.0,7.0,Fashion,3,4,0,2.0,198
2842,52843,0,27.0,PC,3,13.0,Divorced,4,Male,3.0,5.0,21.0,6.0,Laptop & Accessory,4,3,1,1.0,148
2843,52844,0,19.0,PC,1,16.0,Married,4,Male,3.0,2.0,19.0,16.0,Laptop & Accessory,10,4,0,2.0,148
2845,52846,0,3.0,Pad,1,7.0,Divorced,4,Male,3.0,2.0,14.0,10.0,Laptop & Accessory,3,3,0,1.0,168
2846,52847,0,1.0,Mobile Phone,1,14.0,Divorced,5,Male,3.0,2.0,18.0,1.0,Laptop & Accessory,4,3,0,2.0,186
2847,52848,0,31.0,Mobile Phone,1,16.0,Divorced,5,Female,4.0,2.0,21.0,1.0,Mobile Phone,6,4,1,2.0,158
2849,52850,0,8.0,Pad,3,9.0,Divorced,4,Female,4.0,2.0,19.0,3.0,Mobile Phone,8,3,0,2.0,147
2850,52851,0,1.0,PC,1,26.0,Divorced,4,Male,4.0,3.0,25.0,3.0,Mobile Phone,3,2,0,1.0,148
2851,52852,0,1.0,Pad,1,16.0,Married,4,Male,3.0,3.0,19.0,3.0,Mobile Phone,8,4,0,1.0,145
2852,52853,0,2.0,Mobile Phone,1,28.0,Divorced,4,Male,3.0,2.0,12.0,3.0,Mobile Phone,3,2,0,1.0,152
2854,52855,0,1.0,Pad,1,10.0,Married,5,Male,4.0,2.0,16.0,2.0,Mobile Phone,3,3,1,1.0,151
2855,52856,0,24.0,Mobile Phone,1,18.0,Single,4,Female,3.0,5.0,16.0,5.0,Others,5,4,0,3.0,324
2856,52857,0,15.0,PC,1,21.0,Married,4,Male,3.0,2.0,13.0,9.0,Mobile Phone,6,3,0,2.0,150
2859,52860,0,6.0,Mobile Phone,1,13.0,Single,4,Male,3.0,2.0,21.0,5.0,Mobile Phone,5,3,0,1.0,155
2860,52861,0,1.0,Mobile Phone,1,24.0,Divorced,4,Male,3.0,2.0,17.0,2.0,Mobile Phone,2,4,1,2.0,156
2861,52862,1,1.0,Pad,3,7.0,Single,6,Female,4.0,2.0,22.0,1.0,Mobile Phone,2,5,0,2.0,148
2862,52863,0,13.0,Pad,1,10.0,Single,4,Male,2.0,8.0,13.0,3.0,Mobile Phone,6,4,0,5.0,146
2863,52864,0,4.0,Pad,1,16.0,Married,4,Male,4.0,7.0,12.0,11.0,Laptop & Accessory,3,5,0,1.0,156
2864,52865,0,19.0,Mobile Phone,3,11.0,Married,4,Female,2.0,2.0,12.0,4.0,Laptop & Accessory,6,5,1,1.0,175
2865,52866,0,33.0,Mobile Phone,1,15.0,Married,4,Female,4.0,3.0,19.0,3.0,Mobile Phone,6,5,1,2.0,168
2866,52867,0,7.0,Mobile Phone,1,9.0,Single,4,Male,3.0,2.0,15.0,3.0,Mobile Phone,2,2,0,1.0,150
2867,52868,1,1.0,PC,1,9.0,Single,5,Male,3.0,2.0,23.0,1.0,Mobile Phone,3,2,0,1.0,136
2869,52870,0,12.0,PC,1,16.0,Single,4,Female,4.0,3.0,13.0,2.0,Mobile Phone,3,2,0,2.0,148
2870,52871,0,5.0,Mobile Phone,1,19.0,Divorced,4,Female,4.0,2.0,24.0,3.0,Mobile Phone,10,2,1,2.0,164
2871,52872,0,8.0,PC,1,34.0,Single,4,Female,4.0,2.0,16.0,3.0,Mobile Phone,4,4,0,2.0,148
2872,52873,1,5.0,Mobile Phone,3,27.0,Single,4,Female,4.0,2.0,23.0,3.0,Mobile Phone,3,4,1,1.0,156
2873,52874,0,24.0,Mobile Phone,1,7.0,Divorced,5,Male,3.0,2.0,16.0,3.0,Mobile Phone,4,3,0,1.0,162
2874,52875,0,27.0,Mobile Phone,1,20.0,Married,3,Female,3.0,2.0,12.0,4.0,Laptop & Accessory,3,5,0,2.0,170
2875,52876,0,7.0,Mobile Phone,1,21.0,Divorced,4,Female,4.0,2.0,14.0,7.0,Mobile Phone,3,4,0,1.0,153
2880,52881,0,26.0,Mobile Phone,1,7.0,Divorced,5,Male,4.0,12.0,15.0,10.0,Others,2,3,0,2.0,325
2881,52882,0,1.0,PC,1,16.0,Single,4,Female,3.0,2.0,17.0,4.0,Mobile Phone,3,4,0,2.0,148
2882,52883,1,1.0,Mobile Phone,1,30.0,Divorced,5,Male,3.0,2.0,14.0,2.0,Laptop & Accessory,5,3,1,2.0,184
2883,52884,0,17.0,Pad,1,14.0,Married,3,Male,3.0,3.0,15.0,3.0,Mobile Phone,6,2,0,1.0,146
2885,52886,0,11.0,Mobile Phone,1,28.0,Divorced,3,Male,4.0,2.0,13.0,8.0,Mobile Phone,3,5,1,1.0,161
2886,52887,0,9.0,Pad,1,9.0,Single,4,Female,3.0,2.0,12.0,3.0,Laptop & Accessory,7,4,0,2.0,169
2887,52888,0,16.0,Pad,1,28.0,Married,4,Female,3.0,2.0,17.0,3.0,Laptop & Accessory,4,3,0,1.0,178
2888,52889,0,12.0,Mobile Phone,1,9.0,Divorced,4,Male,3.0,2.0,15.0,1.0,Laptop & Accessory,11,3,0,1.0,191
2889,52890,0,12.0,Mobile Phone,1,36.0,Divorced,4,Male,3.0,2.0,19.0,8.0,Laptop & Accessory,5,2,0,1.0,188
2890,52891,0,1.0,Pad,1,7.0,Divorced,5,Male,3.0,3.0,20.0,1.0,Laptop & Accessory,7,5,0,1.0,168
2891,52892,0,23.0,Pad,1,25.0,Married,4,Male,4.0,2.0,16.0,8.0,Laptop & Accessory,3,2,1,1.0,193
2892,52893,0,8.0,Pad,1,17.0,Married,4,Male,3.0,3.0,18.0,1.0,Mobile Phone,3,3,1,3.0,163
2893,52894,0,14.0,Mobile Phone,1,26.0,Divorced,4,Male,3.0,4.0,16.0,8.0,Laptop & Accessory,10,2,1,2.0,152
2894,52895,1,2.0,Mobile Phone,1,36.0,Divorced,4,Male,4.0,2.0,20.0,1.0,Laptop & Accessory,9,5,1,1.0,192
2895,52896,1,1.0,Mobile Phone,3,34.0,Divorced,4,Female,3.0,2.0,23.0,10.0,Fashion,3,2,0,2.0,201
2896,52897,0,1.0,PC,1,12.0,Married,3,Male,3.0,3.0,17.0,3.0,Mobile Phone,3,4,1,1.0,148
2897,52898,0,13.0,Pad,1,25.0,Single,4,Female,4.0,2.0,14.0,8.0,Mobile Phone,3,2,0,2.0,147
2898,52899,0,14.0,Pad,1,16.0,Divorced,5,Male,4.0,2.0,15.0,3.0,Laptop & Accessory,11,2,0,2.0,174
2904,52905,1,1.0,Mobile Phone,1,10.0,Single,4,Female,3.0,2.0,12.0,5.0,Mobile Phone,7,5,1,2.0,152
2905,52906,0,15.0,Mobile Phone,3,13.0,Single,4,Female,4.0,2.0,19.0,1.0,Fashion,5,2,1,1.0,261
2906,52907,1,1.0,Pad,3,33.0,Single,5,Female,3.0,2.0,16.0,2.0,Laptop & Accessory,7,5,0,1.0,192
2907,52908,1,1.0,PC,1,7.0,Single,4,Male,3.0,2.0,15.0,6.0,Mobile Phone,2,3,0,1.0,146
2909,52910,0,28.0,Mobile Phone,3,10.0,Divorced,4,Female,3.0,2.0,15.0,6.0,Laptop & Accessory,4,5,0,2.0,184
2910,52911,0,13.0,Mobile Phone,1,12.0,Single,4,Male,4.0,4.0,17.0,8.0,Laptop & Accessory,10,4,0,1.0,184
2911,52912,0,7.0,Mobile Phone,1,11.0,Divorced,5,Female,3.0,2.0,22.0,2.0,Mobile Phone,8,4,0,1.0,151
2914,52915,0,5.0,Pad,1,7.0,Divorced,6,Male,3.0,2.0,13.0,5.0,Laptop & Accessory,2,3,0,2.0,168
2915,52916,0,31.0,PC,1,10.0,Divorced,5,Male,4.0,2.0,18.0,1.0,Mobile Phone,5,2,0,1.0,147
2916,52917,0,11.0,Pad,3,11.0,Married,4,Male,3.0,6.0,18.0,9.0,Mobile Phone,6,2,0,2.0,25
2917,52918,0,3.0,Pad,3,7.0,Divorced,4,Female,3.0,5.0,15.0,2.0,Fashion,3,2,0,5.0,204
2919,52920,1,1.0,PC,1,25.0,Single,5,Male,3.0,2.0,14.0,2.0,Mobile Phone,3,2,1,1.0,149
2920,52921,0,26.0,Mobile Phone,1,9.0,Single,5,Female,3.0,3.0,16.0,3.0,Mobile Phone,9,2,0,1.0,157
2922,52923,0,31.0,PC,2,13.0,Divorced,4,Male,3.0,3.0,18.0,3.0,Mobile Phone,10,3,0,3.0,148
2924,52925,1,1.0,PC,1,21.0,Divorced,4,Male,3.0,2.0,14.0,5.0,Mobile Phone,7,2,1,1.0,149
2926,52927,1,1.0,Mobile Phone,1,9.0,Divorced,4,Female,3.0,2.0,21.0,8.0,Mobile Phone,9,5,0,2.0,152
2928,52929,0,6.0,Mobile Phone,3,11.0,Divorced,4,Female,3.0,2.0,12.0,3.0,Mobile Phone,4,4,0,2.0,164
2929,52930,1,1.0,Mobile Phone,1,7.0,Single,5,Male,4.0,2.0,15.0,3.0,Mobile Phone,2,3,1,2.0,162
2930,52931,0,13.0,PC,1,7.0,Married,4,Female,4.0,2.0,15.0,3.0,Mobile Phone,9,3,0,1.0,147
2931,52932,0,6.0,Pad,3,33.0,Divorced,4,Male,4.0,3.0,19.0,3.0,Laptop & Accessory,2,2,0,2.0,170
2932,52933,0,15.0,Mobile Phone,1,26.0,Married,4,Male,3.0,2.0,17.0,1.0,Laptop & Accessory,4,5,0,2.0,156
2933,52934,0,14.0,Mobile Phone,1,31.0,Married,4,Male,4.0,5.0,18.0,8.0,Laptop & Accessory,3,2,0,3.0,158
2936,52937,0,7.0,Mobile Phone,1,12.0,Divorced,5,Female,4.0,2.0,14.0,3.0,Mobile Phone,3,2,0,1.0,154
2937,52938,0,8.0,Mobile Phone,1,9.0,Divorced,5,Male,3.0,6.0,14.0,10.0,Laptop & Accessory,8,5,0,1.0,185
2938,52939,0,11.0,Mobile Phone,1,7.0,Divorced,5,Female,3.0,2.0,15.0,3.0,Mobile Phone,4,5,0,2.0,164
2939,52940,0,19.0,Pad,1,14.0,Divorced,3,Male,4.0,2.0,18.0,3.0,Laptop & Accessory,6,3,0,1.0,189
2942,52943,0,3.0,PC,1,22.0,Single,4,Male,3.0,2.0,20.0,6.0,Mobile Phone,3,2,0,1.0,148
2943,52944,0,16.0,Mobile Phone,1,24.0,Single,3,Female,3.0,2.0,14.0,3.0,Laptop & Accessory,5,5,1,1.0,190
2944,52945,0,3.0,Mobile Phone,3,27.0,Married,4,Male,3.0,2.0,15.0,3.0,Laptop & Accessory,4,2,0,2.0,194
2945,52946,0,1.0,Mobile Phone,1,7.0,Divorced,4,Female,4.0,2.0,13.0,3.0,Laptop & Accessory,2,3,0,2.0,174
2946,52947,0,16.0,Mobile Phone,1,9.0,Married,5,Female,3.0,8.0,12.0,9.0,Mobile Phone,2,5,1,5.0,151
2948,52949,0,25.0,Mobile Phone,1,7.0,Divorced,4,Male,4.0,2.0,12.0,1.0,Mobile Phone,3,2,0,2.0,152
2949,52950,1,1.0,Pad,1,36.0,Single,5,Male,4.0,2.0,12.0,5.0,Mobile Phone,2,4,0,2.0,160
2950,52951,0,6.0,Pad,1,14.0,Divorced,3,Male,4.0,2.0,21.0,4.0,Mobile Phone,3,4,0,1.0,153
2951,52952,0,12.0,Pad,3,9.0,Divorced,5,Male,3.0,8.0,19.0,6.0,Laptop & Accessory,5,2,0,7.0,177
2952,52953,0,6.0,PC,1,9.0,Single,5,Male,3.0,2.0,14.0,5.0,Laptop & Accessory,6,5,0,1.0,147
2954,52955,1,1.0,Mobile Phone,1,9.0,Single,4,Male,4.0,2.0,12.0,1.0,Mobile Phone,4,3,0,2.0,160
2955,52956,0,3.0,Mobile Phone,3,9.0,Divorced,5,Male,4.0,2.0,20.0,1.0,Laptop & Accessory,4,4,0,1.0,191
2956,52957,0,5.0,Mobile Phone,1,30.0,Divorced,5,Male,4.0,8.0,22.0,9.0,Laptop & Accessory,2,2,0,2.0,181
2957,52958,0,1.0,Pad,1,12.0,Married,3,Male,3.0,2.0,13.0,6.0,Laptop & Accessory,3,5,0,2.0,165
2959,52960,0,13.0,Mobile Phone,1,13.0,Divorced,4,Male,3.0,11.0,12.0,12.0,Mobile Phone,2,2,0,5.0,157
2962,52963,0,2.0,PC,1,16.0,Divorced,4,Male,4.0,2.0,24.0,5.0,Mobile Phone,3,2,0,2.0,146
2963,52964,0,11.0,Mobile Phone,3,13.0,Divorced,4,Male,4.0,2.0,15.0,2.0,Laptop & Accessory,6,2,0,1.0,190
2964,52965,0,1.0,Mobile Phone,1,10.0,Single,5,Male,4.0,2.0,18.0,1.0,Mobile Phone,3,3,0,2.0,157
2967,52968,0,12.0,Mobile Phone,3,14.0,Married,3,Female,3.0,8.0,25.0,8.0,Laptop & Accessory,3,5,1,1.0,181
2968,52969,0,1.0,Pad,1,7.0,Married,4,Female,3.0,2.0,21.0,5.0,Laptop & Accessory,3,4,0,1.0,189
2971,52972,0,16.0,Mobile Phone,3,7.0,Divorced,4,Male,3.0,12.0,26.0,7.0,Laptop & Accessory,3,3,0,5.0,174
2972,52973,0,3.0,Pad,3,9.0,Single,4,Male,3.0,2.0,19.0,10.0,Laptop & Accessory,3,2,0,1.0,171
2973,52974,0,29.0,Mobile Phone,1,27.0,Divorced,4,Male,3.0,2.0,20.0,9.0,Laptop & Accessory,5,2,1,2.0,179
2974,52975,0,1.0,Pad,1,18.0,Divorced,4,Male,3.0,4.0,14.0,4.0,Laptop & Accessory,3,5,1,3.0,172
2975,52976,0,11.0,PC,1,7.0,Single,4,Female,3.0,6.0,13.0,8.0,Mobile Phone,3,2,0,2.0,146
2976,52977,1,8.0,Pad,1,31.0,Married,4,Male,3.0,2.0,23.0,1.0,Mobile Phone,5,3,1,1.0,157
2977,52978,0,12.0,Mobile Phone,1,30.0,Married,4,Male,3.0,2.0,15.0,3.0,Laptop & Accessory,11,2,0,1.0,182
2978,52979,1,1.0,PC,1,23.0,Married,4,Male,3.0,2.0,14.0,3.0,Mobile Phone,4,4,1,2.0,149
2979,52980,0,2.0,Mobile Phone,1,15.0,Single,4,Female,4.0,2.0,22.0,3.0,Mobile Phone,3,2,0,1.0,158
2981,52982,0,13.0,Mobile Phone,1,10.0,Single,4,Male,2.0,8.0,13.0,8.0,Laptop & Accessory,6,4,0,7.0,170
2982,52983,0,5.0,Pad,3,12.0,Married,4,Female,3.0,3.0,12.0,3.0,Mobile Phone,3,4,0,1.0,153
2983,52984,1,1.0,Mobile Phone,3,11.0,Single,5,Male,3.0,8.0,13.0,5.0,Laptop & Accessory,3,2,1,8.0,183
2984,52985,0,11.0,Pad,1,16.0,Divorced,4,Male,3.0,2.0,13.0,3.0,Mobile Phone,3,2,1,1.0,148
2986,52987,1,1.0,PC,1,10.0,Single,4,Male,3.0,2.0,14.0,1.0,Mobile Phone,3,3,0,1.0,139
2987,52988,0,9.0,Mobile Phone,3,23.0,Divorced,4,Male,4.0,7.0,16.0,10.0,Fashion,2,4,0,4.0,205
2988,52989,0,13.0,Pad,1,25.0,Divorced,3,Male,3.0,2.0,19.0,1.0,Mobile Phone,6,2,0,1.0,162
2989,52990,0,25.0,Mobile Phone,1,9.0,Married,6,Male,3.0,2.0,19.0,3.0,Laptop & Accessory,7,4,0,1.0,180
2991,52992,0,1.0,PC,3,17.0,Single,5,Female,4.0,2.0,13.0,1.0,Mobile Phone,3,3,0,2.0,137
2992,52993,0,2.0,Mobile Phone,1,23.0,Single,3,Male,4.0,2.0,20.0,8.0,Laptop & Accessory,2,5,0,1.0,182
2993,52994,0,5.0,Mobile Phone,3,14.0,Divorced,3,Male,4.0,8.0,12.0,8.0,Laptop & Accessory,6,2,0,4.0,194
2995,52996,0,13.0,Pad,1,31.0,Divorced,4,Female,3.0,2.0,16.0,9.0,Laptop & Accessory,9,4,0,1.0,182
2996,52997,0,6.0,Mobile Phone,3,14.0,Divorced,5,Male,4.0,5.0,15.0,9.0,Laptop & Accessory,3,3,0,2.0,180
2998,52999,0,31.0,Pad,1,7.0,Married,6,Male,3.0,2.0,14.0,3.0,Laptop & Accessory,4,3,1,2.0,182
2999,53000,0,5.0,Mobile Phone,1,12.0,Divorced,4,Male,3.0,2.0,13.0,4.0,Mobile Phone,2,2,1,1.0,173
3000,53001,0,5.0,Mobile Phone,2,9.0,Divorced,5,Male,4.0,2.0,13.0,1.0,Laptop & Accessory,5,5,0,1.0,189
3001,53002,0,19.0,Pad,1,14.0,Married,4,Male,4.0,10.0,19.0,12.0,Fashion,3,5,0,6.0,177
3002,53003,0,5.0,Mobile Phone,1,9.0,Married,4,Male,3.0,3.0,19.0,3.0,Mobile Phone,2,2,1,2.0,152
3005,53006,0,17.0,Pad,1,17.0,Single,4,Female,3.0,2.0,20.0,8.0,Mobile Phone,2,2,0,1.0,150
3007,53008,1,16.0,Mobile Phone,1,15.0,Divorced,5,Male,3.0,8.0,16.0,8.0,Laptop & Accessory,4,4,0,8.0,174
3008,53009,0,1.0,Mobile Phone,1,12.0,Single,4,Female,3.0,2.0,13.0,3.0,Mobile Phone,3,4,1,1.0,150
3009,53010,0,6.0,Mobile Phone,3,15.0,Divorced,5,Female,4.0,12.0,12.0,10.0,Laptop & Accessory,3,4,1,7.0,177
3010,53011,0,1.0,Mobile Phone,3,9.0,Single,4,Male,4.0,2.0,12.0,5.0,Laptop & Accessory,3,3,1,2.0,170
3011,53012,0,5.0,Mobile Phone,3,14.0,Married,4,Male,4.0,2.0,13.0,8.0,Laptop & Accessory,6,2,0,1.0,200
3012,53013,0,6.0,Mobile Phone,1,9.0,Single,3,Female,4.0,2.0,17.0,8.0,Laptop & Accessory,9,2,0,2.0,176
3013,53014,1,1.0,Mobile Phone,1,9.0,Divorced,6,Male,3.0,3.0,14.0,3.0,Mobile Phone,7,2,1,3.0,160
3014,53015,0,4.0,Mobile Phone,1,35.0,Divorced,4,Female,4.0,2.0,14.0,10.0,Laptop & Accessory,3,2,0,1.0,183
3017,53018,1,3.0,Mobile Phone,3,10.0,Divorced,4,Female,3.0,2.0,19.0,1.0,Laptop & Accessory,6,3,1,2.0,177
3018,53019,0,7.0,Pad,3,17.0,Single,5,Male,3.0,2.0,15.0,2.0,Laptop & Accessory,5,2,0,2.0,172
3020,53021,0,17.0,Pad,1,17.0,Married,5,Female,3.0,2.0,12.0,1.0,Laptop & Accessory,3,3,0,1.0,178
3021,53022,0,1.0,Pad,3,7.0,Divorced,4,Male,4.0,2.0,14.0,5.0,Laptop & Accessory,2,4,1,1.0,188
3022,53023,0,28.0,Pad,1,27.0,Single,4,Female,3.0,2.0,13.0,4.0,Laptop & Accessory,5,3,0,2.0,174
3024,53025,0,19.0,Mobile Phone,1,15.0,Divorced,4,Male,4.0,10.0,15.0,9.0,Laptop & Accessory,11,2,0,8.0,162
3025,53026,0,14.0,Mobile Phone,3,7.0,Divorced,6,Male,3.0,2.0,23.0,3.0,Laptop & Accessory,4,2,1,2.0,200
3026,53027,1,1.0,PC,1,15.0,Divorced,6,Male,4.0,2.0,12.0,8.0,Mobile Phone,3,5,1,2.0,146
3027,53028,0,3.0,Mobile Phone,1,16.0,Single,5,Male,2.0,3.0,18.0,3.0,Mobile Phone,2,2,0,3.0,165
3028,53029,0,4.0,Mobile Phone,3,12.0,Married,5,Female,2.0,2.0,14.0,3.0,Laptop & Accessory,3,3,0,1.0,186
3029,53030,0,1.0,Mobile Phone,3,15.0,Divorced,4,Female,3.0,2.0,19.0,8.0,Laptop & Accessory,3,4,0,1.0,187
3030,53031,0,11.0,Mobile Phone,1,12.0,Married,4,Male,4.0,2.0,17.0,5.0,Laptop & Accessory,9,2,0,1.0,188
3032,53033,0,5.0,Mobile Phone,1,14.0,Single,4,Female,3.0,5.0,15.0,11.0,Fashion,3,2,1,3.0,196
3033,53034,0,3.0,Mobile Phone,3,17.0,Married,5,Female,3.0,2.0,15.0,8.0,Laptop & Accessory,3,4,1,1.0,208
3034,53035,0,9.0,Mobile Phone,1,12.0,Single,4,Male,4.0,2.0,14.0,14.0,Fashion,2,4,0,1.0,206
3035,53036,0,1.0,Mobile Phone,1,33.0,Married,4,Male,3.0,2.0,13.0,3.0,Mobile Phone,3,2,0,2.0,154
3036,53037,0,15.0,Mobile Phone,1,13.0,Single,5,Male,4.0,2.0,16.0,3.0,Laptop & Accessory,8,4,1,2.0,185
3037,53038,0,21.0,Pad,3,11.0,Single,4,Male,3.0,2.0,20.0,1.0,Laptop & Accessory,5,3,0,1.0,155
3039,53040,0,3.0,Pad,3,9.0,Divorced,4,Male,4.0,2.0,15.0,3.0,Laptop & Accessory,3,3,0,2.0,171
3040,53041,0,16.0,Mobile Phone,2,9.0,Married,4,Male,3.0,2.0,12.0,1.0,Mobile Phone,2,3,1,2.0,152
3041,53042,0,6.0,PC,1,9.0,Divorced,4,Female,4.0,2.0,14.0,8.0,Mobile Phone,3,4,0,1.0,149
3043,53044,0,11.0,Mobile Phone,1,13.0,Married,3,Male,3.0,7.0,14.0,8.0,Laptop & Accessory,6,5,1,3.0,185
3044,53045,0,4.0,Pad,3,32.0,Divorced,4,Female,3.0,3.0,13.0,3.0,Laptop & Accessory,9,3,1,2.0,172
3045,53046,0,1.0,Mobile Phone,3,7.0,Divorced,4,Male,3.0,8.0,18.0,8.0,Laptop & Accessory,3,3,0,3.0,178
3046,53047,0,16.0,Mobile Phone,1,9.0,Single,5,Male,4.0,2.0,24.0,1.0,Laptop & Accessory,5,2,0,1.0,193
3047,53048,1,1.0,Pad,3,7.0,Single,5,Female,3.0,2.0,12.0,3.0,Mobile Phone,3,4,1,2.0,147
3048,53049,0,13.0,Pad,3,7.0,Single,4,Female,3.0,2.0,16.0,1.0,Laptop & Accessory,6,2,0,2.0,192
3050,53051,0,31.0,Mobile Phone,1,7.0,Divorced,4,Male,3.0,2.0,12.0,3.0,Laptop & Accessory,4,3,0,2.0,193
3051,53052,0,14.0,PC,1,17.0,Divorced,3,Female,3.0,2.0,14.0,8.0,Mobile Phone,5,3,1,1.0,147
3052,53053,0,1.0,Pad,3,16.0,Single,4,Male,3.0,3.0,25.0,3.0,Mobile Phone,3,2,0,1.0,151
3053,53054,1,1.0,Mobile Phone,3,12.0,Single,4,Female,3.0,2.0,14.0,1.0,Mobile Phone,3,3,1,2.0,154
3054,53055,0,11.0,Mobile Phone,1,17.0,Divorced,4,Female,4.0,2.0,21.0,4.0,Mobile Phone,8,5,0,2.0,160
3055,53056,0,23.0,Pad,1,14.0,Divorced,4,Female,2.0,2.0,15.0,1.0,Laptop & Accessory,4,3,0,1.0,178
3058,53059,1,4.0,Mobile Phone,3,29.0,Divorced,5,Male,4.0,2.0,13.0,1.0,Laptop & Accessory,4,3,1,2.0,189
3059,53060,0,5.0,Mobile Phone,1,16.0,Single,5,Male,3.0,3.0,17.0,3.0,Mobile Phone,2,4,1,2.0,152
3060,53061,1,1.0,Mobile Phone,3,19.0,Single,3,Female,3.0,2.0,16.0,1.0,Mobile Phone,3,4,0,1.0,152
3061,53062,0,3.0,PC,1,30.0,Single,4,Male,3.0,2.0,17.0,3.0,Mobile Phone,11,2,0,2.0,147
3062,53063,0,9.0,Mobile Phone,1,16.0,Single,5,Male,4.0,2.0,20.0,1.0,Laptop & Accessory,11,4,0,2.0,190
3063,53064,0,1.0,Mobile Phone,1,7.0,Married,4,Male,3.0,2.0,12.0,5.0,Mobile Phone,3,4,0,1.0,163
3064,53065,0,2.0,Mobile Phone,3,16.0,Single,4,Male,4.0,2.0,17.0,8.0,Laptop & Accessory,3,2,0,2.0,178
3065,53066,0,23.0,Mobile Phone,1,14.0,Single,5,Male,3.0,2.0,25.0,1.0,Fashion,10,3,0,2.0,170
3066,53067,0,25.0,Mobile Phone,3,21.0,Divorced,4,Female,3.0,2.0,12.0,8.0,Laptop & Accessory,6,2,0,1.0,174
3067,53068,0,13.0,Mobile Phone,1,9.0,Divorced,4,Female,4.0,3.0,14.0,3.0,Mobile Phone,6,3,0,2.0,150
3068,53069,1,1.0,Pad,3,26.0,Single,3,Male,4.0,2.0,14.0,5.0,Laptop & Accessory,10,2,1,2.0,178
3070,53071,0,1.0,Mobile Phone,3,17.0,Married,4,Female,4.0,2.0,13.0,4.0,Laptop & Accessory,3,3,1,1.0,168
3071,53072,0,4.0,Mobile Phone,3,9.0,Divorced,4,Male,4.0,2.0,19.0,1.0,Mobile Phone,3,4,0,2.0,150
3072,53073,1,1.0,Pad,1,10.0,Single,4,Male,4.0,2.0,23.0,5.0,Mobile Phone,2,5,0,1.0,156
3073,53074,0,1.0,PC,1,18.0,Divorced,4,Female,3.0,2.0,14.0,3.0,Mobile Phone,3,4,0,2.0,147
3074,53075,0,13.0,Mobile Phone,3,9.0,Divorced,5,Male,4.0,10.0,14.0,1.0,Fashion,3,3,0,10.0,201
